Actual,Predicted,Mean
7.0,9.982327649758531,11
2.0,8.603421399758531,11
3.0,8.448424764663615,13
9.0,7.591702649758532,11
9.0,4.97535331105599,10
1.0,2.65699393605599,10
3.0,4.41627127980599,10
23.0,13.566938707211074,12
22.0,8.618558118508531,11
5.0,7.140530774758532,11
7.0,6.620022962258532,11
8.0,7.159085462258532,11
2.0,5.50562674855599,10
9.0,11.217817613461074,12
13.0,13.243208238461074,12
11.0,10.559964368508531,11
11.0,7.057522962258532,11
7.0,8.300198743508531,11
10.0,8.838284681008531,11
0.0,8.429870077163615,13
12.0,6.07886893605599,10
14.0,10.226956556008531,11
3.0,5.50855643605599,10
1.0,7.388577649758532,11
6.0,6.68824393605599,10
12.0,8.047269056008531,11
1.0,2.99927909230599,10
3.0,8.215026327163615,13
11.0,12.443753431008531,11
9.0,7.861233899758532,11
2.0,3.94605643605599,10
9.0,3.30494315480599,10
8.0,3.794827649758532,11
8.0,6.271390149758532,11
8.0,5.912015149758532,11
13.0,11.485257337258531,11
17.0,9.847562024758531,11
6.0,7.16480643605599,10
14.0,5.901761243508532,11
3.0,5.851956556008532,11
12.0,10.484695978366158,14
5.0,8.049710462258531,11
5.0,3.63843924855599,10
5.0,4.931684800961074,12
6.0,6.791059800961074,12
2.0,10.484695978366158,14
4.0,10.653714368508531,11
5.0,13.066312024758531,11
6.0,6.886136243508532,11
6.0,3.83765799855599,10
4.0,12.803128431008531,11
7.0,9.849026868508531,11
3.0,3.90601737355599,10
1.0,5.989163587258532,11
3.0,10.144437024758531,11
8.0,7.223538587258532,11
5.0,9.860257337258531,11
3.0,7.34351737355599,10
20.0,8.259183118508531,11
5.0,10.162991712258531,11
4.0,7.147643514663615,13
23.0,11.905179212258531,11
8.0,7.32496268605599,10
10.0,13.365766832211074,12
23.0,18.393598863461072,12
4.0,8.565823743508531,11
3.0,8.448424764663615,13
11.0,10.336819837258531,11
8.0,14.896528550961074,12
3.0,4.65894706105599,10
6.0,8.485257337258531,11
3.0,16.17764014975853,11
8.0,4.731351087258532,11
1.0,2.65699393605599,10
4.0,8.448424764663615,13
8.0,7.069729993508532,11
23.0,12.769575425961074,12
3.0,2.89039237355599,10
3.0,5.418851087258532,11
15.0,7.114651868508532,11
7.0,10.537153550961074,12
1.0,8.215026327163615,13
4.0,7.277249524758532,11
7.0,5.959866712258532,11
15.0,7.097562024758532,11
12.0,6.213772962258532,11
1.0,5.167386243508532,11
1.0,2.76588065480599,10
2.0,9.646528550961074,12
11.0,6.608304212258532,11
7.0,10.101606675961074,12
10.0,8.782132337258531,11
3.0,7.461819837258532,11
17.0,11.248440931008531,11
18.0,15.880765149758531,11
0.0,11.661315389663615,13
23.0,8.453519056008531,11
4.0,8.005765149758531,11
1.0,2.89039237355599,10
8.0,7.147505113461074,12
2.0,2.89039237355599,10
1.0,4.955960462258532,11
9.0,4.07349784230599,10
23.0,14.319030233413615,13
5.0,9.807522962258531,11
17.0,7.602444837258532,11
2.0,2.89039237355599,10
4.0,8.448424764663615,13
6.0,10.964749524758531,11
2.0,2.65699393605599,10
5.0,11.640042493508531,11
4.0,7.448636243508532,11
7.0,10.522366712258531,11
0.0,9.976606675961074,12
23.0,12.961819837258531,11
8.0,6.123440931008532,11
4.0,6.10816581105599,10
4.0,7.653226087258532,11
8.0,11.458890149758531,11
17.0,8.707213827163615,13
0.0,8.947309800961074,12
6.0,4.81275565480599,10
12.0,5.055569837258532,11
4.0,7.080960462258532,11
0.0,10.629926988461074,12
2.0,2.96461112355599,10
11.0,13.594632337258531,11
5.0,5.17945487355599,10
2.0,7.06470877980599,10
9.0,9.991255113461074,12
3.0,12.491255113461074,12
2.0,8.323424764663615,13
7.0,8.622464368508531,11
10.0,5.42506034230599,10
5.0,6.96900565480599,10
23.0,13.473538587258531,11
4.0,5.19849784230599,10
8.0,6.860257337258532,11
9.0,5.431546399758532,11
4.0,13.363325425961074,12
11.0,9.454007337258531,11
16.0,14.590864488461074,12
23.0,8.448424764663615,13
5.0,3.31373221730599,10
5.0,7.813870618508532,11
1.0,2.89039237355599,10
9.0,8.708401868508531,11
7.0,3.13062674855599,10
4.0,4.26148612355599,10
0.0,11.604397962258531,11
10.0,10.366604993508531,11
19.0,14.323286363461074,12
5.0,6.295804212258532,11
4.0,2.89039237355599,10
3.0,10.826004572116158,14
2.0,2.89039237355599,10
4.0,13.038479993508531,11
10.0,9.144437024758531,11
19.0,8.833890149758531,11
10.0,6.202054212258532,11
12.0,7.142483899758532,11
10.0,10.110395738461074,12
10.0,9.406644056008531,11
15.0,8.656644056008531,11
6.0,4.64820487355599,10
4.0,8.448424764663615,13
8.0,9.899319837258531,11
12.0,6.01197440480599,10
6.0,6.09009940480599,10
3.0,8.465237806008531,11
23.0,13.001370618508531,11
7.0,9.404202649758531,11
2.0,6.344144056008532,11
5.0,8.966702649758531,11
2.0,5.76685721730599,10
1.0,3.10572440480599,10
11.0,14.335843274758531,11
1.0,6.10914237355599,10
5.0,6.00074393605599,10
5.0,3.60328299855599,10
1.0,7.706448743508532,11
4.0,10.352094957211074,12
12.0,5.683987806008532,11
8.0,10.333051988461074,12
5.0,6.308499524758532,11
2.0,4.699124524758532,11
9.0,6.04175956105599,10
2.0,7.014554212258532,11
3.0,7.984280774758532,11
14.0,3.88453299855599,10
2.0,8.448424764663615,13
17.0,6.385647962258532,11
1.0,2.89039237355599,10
0.0,7.655179212258532,11
1.0,6.700589368508532,11
11.0,4.834378431008532,11
8.0,3.30494315480599,10
2.0,7.512601087258532,11
9.0,6.569241712258532,11
1.0,17.049848863461072,12
4.0,13.370649644711074,12
11.0,11.160550306008531,11
14.0,4.18677909230599,10
7.0,5.22095877980599,10
13.0,10.786526868508531,11
4.0,11.523831556008531,11
1.0,8.144575425961074,12
12.0,10.244184800961074,12
3.0,8.215026327163615,13
8.0,10.697171399758531,11
18.0,8.448424764663615,13
23.0,5.410062024758532,11
7.0,8.625394056008531,11
23.0,11.381880113461074,12
6.0,4.431546399758532,11
23.0,12.113325425961074,12
9.0,10.016995618508531,11
8.0,8.468655774758531,11
5.0,5.50904471730599,10
12.0,8.048733899758531,11
16.0,8.448424764663615,13
2.0,6.993069837258532,11
10.0,8.722562024758531,11
3.0,6.809476087258532,11
5.0,4.974515149758532,11
7.0,10.351118394711074,12
13.0,13.553128431008531,11
4.0,9.646528550961074,12
6.0,7.598676988461074,12
20.0,7.603421399758532,11
23.0,9.012251207211074,12
8.0,9.336819837258531,11
6.0,7.994534681008532,11
18.0,8.474515149758531,11
23.0,12.719282457211074,12
6.0,5.730374524758532,11
2.0,10.718094415866158,14
18.0,10.120022962258531,11
4.0,8.215026327163615,13
4.0,4.23658377980599,10
23.0,14.203307577163615,13
7.0,7.324124524758532,11
8.0,5.339749524758532,11
23.0,12.128812024758531,11
4.0,6.516995618508532,11
7.0,7.197171399758532,11
6.0,8.544339368508531,11
8.0,14.087446519711074,12
2.0,3.95093924855599,10
5.0,7.753812024758532,11
3.0,10.567288587258531,11
7.0,8.445218274758531,11
18.0,5.458890149758532,11
23.0,14.623367853366158,14
14.0,7.740140149758532,11
9.0,9.403364488461074,12
4.0,6.764065931008532,11
7.0,3.76050956105599,10
13.0,8.898343274758531,11
8.0,8.337308118508531,11
7.0,3.51832206105599,10
9.0,8.448424764663615,13
19.0,7.563870618508532,11
1.0,2.89039237355599,10
23.0,14.677640149758531,11
3.0,5.42994315480599,10
7.0,7.871976087258532,11
7.0,3.52711112355599,10
18.0,13.898831556008531,11
12.0,8.448424764663615,13
1.0,5.968794175961074,12
3.0,6.029202649758532,11
23.0,5.809964368508532,11
8.0,8.317288587258531,11
1.0,2.65699393605599,10
9.0,6.83131034230599,10
4.0,6.242231675961074,12
5.0,3.84351737355599,10
20.0,9.374905774758531,11
7.0,6.947659681008532,11
8.0,7.21119315480599,10
2.0,2.65699393605599,10
20.0,6.199124524758532,11
4.0,8.448424764663615,13
6.0,13.578519056008531,11
23.0,15.860884019711074,12
6.0,8.215026327163615,13
23.0,7.066312024758532,11
3.0,4.225979993508532,11
3.0,3.92847831105599,10
23.0,14.169966050961074,12
2.0,6.08082206105599,10
4.0,10.313870618508531,11
-1.0,5.505765149758532,11
12.0,8.230374524758531,11
9.0,7.781644056008532,11
3.0,7.713284681008532,11
5.0,5.366116712258532,11
5.0,7.735257337258532,11
2.0,3.47632987355599,10
2.0,2.76588065480599,10
2.0,8.507718274758531,11
19.0,13.781294175961074,12
5.0,7.00074393605599,10
1.0,2.89039237355599,10
9.0,7.213284681008532,11
4.0,6.169827649758532,11
5.0,7.657620618508532,11
5.0,5.311917493508532,11
0.0,5.44068534230599,10
6.0,4.60425956105599,10
23.0,11.129788587258531,11
4.0,2.99927909230599,10
14.0,8.998929212258531,11
14.0,4.299222181008532,11
5.0,9.230374524758531,11
9.0,10.159573743508531,11
12.0,8.567776868508531,11
16.0,10.401272962258531,11
4.0,5.767972181008532,11
16.0,10.703169175961074,12
12.0,7.689358899758532,11
23.0,10.001858899758531,11
6.0,5.16578299855599,10
9.0,10.171292493508531,11
23.0,7.756253431008532,11
0.0,6.347073743508532,11
7.0,5.389554212258532,11
17.0,6.123929212258532,11
8.0,15.351956556008531,11
10.0,8.133694837258531,11
8.0,9.747464368508531,11
23.0,16.17959327475853,11
10.0,11.563382337258531,11
0.0,10.304104993508531,11
6.0,7.595608899758532,11
8.0,5.68238456105599,10
4.0,7.878950425961074,12
0.0,9.965237806008531,11
3.0,7.891507337258532,11
9.0,9.268598863461074,12
4.0,5.476468274758532,11
5.0,3.99781424855599,10
3.0,5.047269056008532,11
23.0,8.969632337258531,11
3.0,6.108792493508532,11
23.0,15.618208238461074,12
21.0,5.691800306008532,11
1.0,7.459866712258532,11
4.0,15.500394056008531,11
1.0,6.011136243508532,11
8.0,6.60963065480599,10
2.0,7.521390149758532,11
8.0,8.414944837258531,11
19.0,4.72779471730599,10
5.0,14.163479993508531,11
2.0,2.89039237355599,10
4.0,2.65699393605599,10
7.0,14.488675306008531,11
10.0,7.709866712258532,11
6.0,9.793362806008531,11
10.0,10.992231675961074,12
6.0,10.543851087258531,11
20.0,14.253812024758531,11
5.0,8.450101087258531,11
10.0,7.749417493508532,11
5.0,4.286038587258532,11
0.0,5.700589368508532,11
11.0,3.39234549855599,10
5.0,3.42261893605599,10
4.0,6.105862806008532,11
3.0,7.009183118508532,11
10.0,8.556823202163615,13
5.0,9.925687024758531,11
14.0,11.209866712258531,11
18.0,13.424710462258531,11
7.0,9.291897962258531,11
5.0,11.952542493508531,11
9.0,5.974026868508532,11
5.0,10.718094415866158,14
23.0,11.746976087258531,11
8.0,7.531155774758532,11
17.0,8.406155774758531,11
1.0,8.545804212258531,11
9.0,8.872952649758531,11
4.0,5.338284681008532,11
6.0,7.799848863461074,12
23.0,11.722562024758531,11
4.0,3.61304862355599,10
12.0,10.399319837258531,11
9.0,7.473538587258532,11
14.0,11.319241712258531,11
2.0,2.89039237355599,10
23.0,10.193403550961074,12
4.0,6.273343274758532,11
-1.0,5.456937024758532,11
23.0,8.348050306008531,11
20.0,8.215026327163615,13
23.0,7.182034681008532,11
10.0,7.61207206105599,10
3.0,5.666409681008532,11
23.0,7.120999524758532,11
3.0,6.913479993508532,11
0.0,13.039456556008531,11
7.0,8.924222181008531,11
23.0,11.132229993508531,11
5.0,11.550337144711074,12
3.0,5.79664237355599,10
8.0,12.362698743508531,11
4.0,9.693265149758531,11
4.0,5.88550956105599,10
3.0,7.520901868508532,11
8.0,7.518948743508532,11
23.0,9.708401868508531,11
4.0,5.63062674855599,10
6.0,10.144087144711074,12
15.0,14.287153550961074,12
5.0,6.39039237355599,10
18.0,8.380765149758531,11
14.0,8.446194837258531,11
2.0,4.58375174855599,10
14.0,5.28345877980599,10
5.0,8.448424764663615,13
6.0,8.925687024758531,11
20.0,11.782132337258531,11
1.0,8.458401868508531,11
23.0,8.288968274758531,11
8.0,10.360745618508531,11
8.0,5.344144056008532,11
18.0,11.314497300961074,12
23.0,13.121487806008531,11
19.0,10.484695978366158,14
12.0,11.886762925961074,12
13.0,12.935940931008531,11
5.0,8.341214368508531,11
10.0,6.723050306008532,11
23.0,14.356351087258531,11
1.0,3.25172049855599,10
7.0,5.669827649758532,11
6.0,3.59986502980599,10
0.0,6.385647962258532,11
15.0,12.308499524758531,11
4.0,2.89039237355599,10
20.0,10.477933118508531,11
12.0,5.618069837258532,11
0.0,9.269925306008531,11
2.0,7.253323743508532,11
2.0,7.64039237355599,10
23.0,10.802778550961074,12
23.0,7.370999524758532,11
16.0,10.290921399758531,11
4.0,4.841214368508532,11
15.0,11.729397962258531,11
23.0,11.092679212258531,11
6.0,3.71119315480599,10
7.0,5.444241712258532,11
5.0,6.177151868508532,11
5.0,9.930081556008531,11
10.0,10.551663587258531,11
5.0,8.448424764663615,13
13.0,11.753323743508531,11
9.0,10.190335462258531,11
23.0,13.924848863461074,12
5.0,9.147854993508531,11
2.0,6.918989488461074,12
17.0,9.143948743508531,11
6.0,7.552151868508532,11
2.0,9.704007337258531,11
1.0,10.592606134616158,14
8.0,10.887601087258531,11
1.0,8.685452649758531,11
7.0,10.511136243508531,11
23.0,15.418012925961074,12
2.0,8.215026327163615,13
3.0,8.323424764663615,13
12.0,12.086958238461074,12
2.0,8.448424764663615,13
13.0,9.711958238461074,12
4.0,6.999905774758532,11
8.0,9.116116712258531,11
3.0,9.108792493508531,11
4.0,15.459028550961074,12
0.0,12.965376207211074,12
23.0,11.661176988461074,12
1.0,7.626020738461074,12
1.0,8.448424764663615,13
2.0,4.00757987355599,10
3.0,7.787153550961074,12
1.0,6.297757337258532,11
3.0,6.10621268605599,10
17.0,10.469632337258531,11
23.0,14.004088827163615,13
1.0,9.421292493508531,11
16.0,13.441450425961074,12
5.0,10.178616712258531,11
3.0,10.620511243508531,11
4.0,5.973538587258532,11
14.0,8.497952649758531,11
23.0,6.968655774758532,11
5.0,7.801663587258532,11
20.0,5.784573743508532,11
5.0,10.871487806008531,11
21.0,6.280667493508532,11
3.0,3.976468274758532,11
3.0,9.995999524758531,11
9.0,6.699612806008532,11
4.0,2.76588065480599,10
6.0,7.571194837258532,11
10.0,9.834866712258531,11
15.0,12.824262925961074,12
17.0,7.176663587258532,11
3.0,5.67310721730599,10
7.0,6.529690931008532,11
7.0,8.486233899758531,11
23.0,13.341841050961074,12
5.0,7.33765799855599,10
0.0,7.010647962258532,11
11.0,9.245022962258531,11
1.0,8.448424764663615,13
22.0,7.08637626027474,10
11.0,6.489163587258532,11
6.0,5.27613456105599,10
3.0,2.65699393605599,10
3.0,7.137112806008532,11
0.0,4.33179862355599,10
6.0,8.215026327163615,13
16.0,7.631741712258532,11
10.0,10.096097181008531,11
17.0,4.50660331105599,10
6.0,8.333401868508531,11
0.0,6.665433118508532,11
7.0,6.567288587258532,11
4.0,7.766507337258532,11
0.0,7.396390149758532,11
6.0,5.112698743508532,11
4.0,4.26392752980599,10
15.0,7.750394056008532,11
2.0,5.79273612355599,10
6.0,5.757718274758532,11
0.0,5.944241712258532,11
1.0,8.327054212258531,11
5.0,8.215026327163615,13
2.0,5.026272962258532,11
5.0,5.283108899758532,11
15.0,12.152249524758531,11
1.0,11.770413587258531,11
0.0,4.140807577163615,13
7.0,11.732815931008531,11
5.0,5.789456556008532,11
4.0,7.000882337258532,11
10.0,6.100491712258532,11
12.0,8.035062024758531,11
19.0,9.605512925961074,12
4.0,7.311429212258532,11
1.0,12.512877889663615,13
6.0,5.334866712258532,11
9.0,6.352444837258532,11
4.0,9.462796399758531,11
7.0,6.406155774758532,11
8.0,6.717679212258532,11
3.0,7.444241712258532,11
4.0,8.215026327163615,13
4.0,8.215026327163615,13
18.0,8.912991712258531,11
0.0,8.215026327163615,13
2.0,9.345120618508531,11
3.0,7.993069837258532,11
2.0,4.13550956105599,10
5.0,6.509183118508532,11
3.0,7.336819837258532,11
6.0,9.579983899758531,11
15.0,11.674222181008531,11
2.0,5.65601737355599,10
2.0,6.175198743508532,11
5.0,4.54810721730599,10
15.0,7.915921399758532,11
10.0,11.700101087258531,11
11.0,15.890042493508531,11
7.0,8.200239488461074,12
0.0,2.95582206105599,10
9.0,5.637601087258532,11
7.0,5.77320487355599,10
3.0,7.25172049855599,10
23.0,11.408247300961074,12
3.0,7.955960462258532,11
1.0,7.507718274758532,11
2.0,5.496976087258532,11
23.0,12.884948202163615,13
3.0,9.589749524758531,11
5.0,10.952542493508531,11
23.0,7.327054212258532,11
3.0,12.071333238461074,12
0.0,10.826004572116158,14
2.0,6.544339368508532,11
9.0,7.306546399758532,11
4.0,12.479886243508531,11
2.0,2.89039237355599,10
4.0,6.067288587258532,11
2.0,3.77125174855599,10
12.0,8.482815931008531,11
2.0,12.295315931008531,11
1.0,4.82789237355599,10
23.0,10.293151327163615,13
11.0,11.842190931008531,11
21.0,10.592606134616158,14
17.0,11.911176988461074,12
3.0,5.991604993508532,11
4.0,15.085981675961074,12
17.0,7.366116712258532,11
8.0,4.48463065480599,10
16.0,12.298872300961074,12
2.0,8.939847181008531,11
2.0,6.993696519711074,12
2.0,3.29273612355599,10
23.0,10.383206556008531,11
9.0,4.13746268605599,10
13.0,8.171780774758531,11
19.0,9.859769056008531,11
2.0,6.556546399758532,11
23.0,10.287641832211074,12
6.0,7.788968274758532,11
1.0,5.114163587258532,11
6.0,9.814358899758531,11
23.0,15.759809800961074,12
0.0,10.484695978366158,14
15.0,9.580960462258531,11
7.0,6.992581556008532,11
4.0,6.75562674855599,10
8.0,13.120022962258531,11
0.0,4.22340018605599,10
4.0,9.400296399758531,11
6.0,7.801663587258532,11
15.0,4.05591971730599,10
2.0,4.558987806008532,11
2.0,2.51441581105599,10
2.0,12.445218274758531,11
15.0,11.526411363461074,12
3.0,3.56666190480599,10
4.0,5.20484549855599,10
21.0,8.380765149758531,11
5.0,10.397366712258531,11
2.0,2.89039237355599,10
4.0,10.718094415866158,14
6.0,5.25660331105599,10
1.0,3.94019706105599,10
17.0,7.108442613461074,12
21.0,13.161526868508531,11
3.0,8.350979993508531,11
7.0,4.54566581105599,10
7.0,6.19019706105599,10
4.0,8.448424764663615,13
5.0,8.522854993508531,11
10.0,11.236372300961074,12
9.0,8.613187024758531,11
6.0,8.628323743508531,11
7.0,6.138089368508532,11
7.0,13.008206556008531,11
0.0,2.94947440480599,10
-1.0,9.238675306008531,11
4.0,5.65552909230599,10
5.0,5.909223863461074,12
2.0,10.592606134616158,14
2.0,4.654202649758532,11
11.0,3.78590018605599,10
7.0,11.246976087258531,11
5.0,7.429593274758532,11
0.0,4.306058118508532,11
15.0,4.24634940480599,10
0.0,8.215026327163615,13
7.0,5.006741712258532,11
23.0,9.926663587258531,11
13.0,10.113675306008531,11
6.0,6.198636243508532,11
3.0,10.416897962258531,11
4.0,6.759183118508532,11
3.0,6.02320487355599,10
9.0,8.556823202163615,13
4.0,8.369046399758531,11
16.0,7.566312024758532,11
5.0,2.81080252980599,10
11.0,5.778226087258532,11
23.0,10.032132337258531,11
0.0,2.129511784853449,9
3.0,7.162991712258532,11
8.0,4.94654471730599,10
4.0,4.48218924855599,10
2.0,9.470608899758531,11
7.0,10.889554212258531,11
4.0,4.249206014663615,13
6.0,11.727444837258531,11
8.0,3.86890799855599,10
3.0,4.80347831105599,10
5.0,10.004788587258531,11
0.0,5.28736502980599,10
3.0,6.12574393605599,10
1.0,2.65699393605599,10
8.0,15.558637925961074,12
9.0,6.419827649758532,11
2.0,2.99927909230599,10
2.0,8.448424764663615,13
0.0,6.819729993508532,11
1.0,2.65699393605599,10
10.0,8.870022962258531,11
10.0,6.416897962258532,11
6.0,7.953030774758532,11
8.0,10.092190931008531,11
22.0,9.100003431008531,11
8.0,5.559614488461074,12
3.0,6.804104993508532,11
6.0,10.691312024758531,11
5.0,6.597562024758532,11
2.0,8.448424764663615,13
1.0,5.471097181008532,11
1.0,5.76050956105599,10
0.0,4.140807577163615,13
2.0,3.43043143605599,10
2.0,8.215026327163615,13
4.0,8.808987806008531,11
5.0,7.335354993508532,11
2.0,7.750882337258532,11
5.0,9.459866712258531,11
23.0,11.874067613461074,12
5.0,4.086819837258532,11
5.0,6.273343274758532,11
11.0,12.453169175961074,12
23.0,16.00820655600853,11
4.0,7.118558118508532,11
5.0,6.14820487355599,10
4.0,6.476956556008532,11
1.0,5.37965018605599,10
3.0,2.65699393605599,10
3.0,10.339261243508531,11
23.0,10.078169175961074,12
4.0,6.875394056008532,11
23.0,8.215026327163615,13
23.0,15.122114488461074,12
23.0,9.276761243508531,11
7.0,13.463284681008531,11
12.0,3.842679212258532,11
16.0,9.206448743508531,11
11.0,5.401272962258532,11
8.0,11.102444837258531,11
3.0,6.740140149758532,11
9.0,8.183499524758531,11
14.0,4.766995618508532,11
3.0,4.868069837258532,11
9.0,9.717190931008531,11
3.0,7.292874524758532,11
2.0,1.53590018605599,10
7.0,11.425687024758531,11
7.0,13.776549764663615,13
23.0,14.407620618508531,11
1.0,6.283597181008532,11
15.0,7.890042493508532,11
9.0,10.166897962258531,11
2.0,2.89039237355599,10
9.0,14.426313707211074,12
4.0,6.498929212258532,11
20.0,7.573636243508532,11
2.0,9.225003431008531,11
5.0,8.496976087258531,11
3.0,7.061429212258532,11
8.0,3.34156424855599,10
4.0,4.22535331105599,10
5.0,12.509809800961074,12
14.0,8.556823202163615,13
10.0,3.68482596730599,10
6.0,11.059476087258531,11
21.0,7.957075425961074,12
23.0,15.423245618508531,11
13.0,12.053616712258531,11
18.0,9.164456556008531,11
3.0,9.664456556008531,11
4.0,8.215026327163615,13
4.0,6.15211112355599,10
23.0,12.679031915866158,14
9.0,8.448424764663615,13
2.0,2.65699393605599,10
15.0,10.404341050961074,12
5.0,8.448424764663615,13
1.0,6.68336112355599,10
2.0,6.069241712258532,11
5.0,4.718655774758532,11
1.0,4.147366712258532,11
7.0,5.731351087258532,11
23.0,12.500044175961074,12
4.0,10.611233899758531,11
15.0,12.397366712258531,11
3.0,2.65699393605599,10
1.0,6.701077649758532,11
0.0,5.978421399758532,11
3.0,6.06422049855599,10
4.0,4.46949393605599,10
2.0,3.68970877980599,10
1.0,8.251858899758531,11
17.0,14.278852769711074,12
3.0,4.41675956105599,10
5.0,8.519437024758531,11
12.0,11.075589368508531,11
4.0,8.144437024758531,11
3.0,7.528226087258532,11
23.0,13.686429212258531,11
7.0,7.965726087258532,11
6.0,4.49488456105599,10
13.0,17.335005113461072,12
23.0,10.947171399758531,11
23.0,12.923872300961074,12
7.0,4.56519706105599,10
23.0,11.770202108413615,13
2.0,6.707075425961074,12
3.0,7.805081556008532,11
4.0,5.63257987355599,10
6.0,9.116116712258531,11
5.0,6.207913587258532,11
3.0,3.685591050961074,12
9.0,6.167874524758532,11
23.0,9.240140149758531,11
3.0,3.07740409230599,10
6.0,4.19312674855599,10
4.0,6.80494315480599,10
2.0,5.919339368508532,11
0.0,4.817288587258532,11
4.0,8.448424764663615,13
4.0,8.860395738461074,12
10.0,11.328519056008531,11
2.0,7.250394056008532,11
3.0,11.479536363461074,12
1.0,5.57593924855599,10
4.0,7.999905774758532,11
15.0,11.581448743508531,11
5.0,8.215026327163615,13
5.0,9.688382337258531,11
4.0,12.173733899758531,11
3.0,6.517483899758532,11
3.0,12.527737806008531,11
1.0,2.89039237355599,10
20.0,15.703169175961074,12
3.0,6.19410331105599,10
21.0,15.231839368508531,11
23.0,10.131880113461074,12
1.0,5.551175306008532,11
11.0,4.73121268605599,10
23.0,11.661315389663615,13
10.0,8.694241712258531,11
10.0,2.83570487355599,10
4.0,5.046292493508532,11
3.0,5.404202649758532,11
4.0,4.23804862355599,10
9.0,11.972073743508531,11
23.0,10.639554212258531,11
3.0,5.142972181008532,11
6.0,10.349515149758531,11
17.0,14.869673082211074,12
1.0,5.49927909230599,10
16.0,12.766019056008531,11
4.0,4.578030774758532,11
1.0,7.108304212258532,11
23.0,11.122114488461074,12
23.0,10.699262925961074,12
5.0,7.494184800961074,12
3.0,15.511274644711074,12
3.0,9.463772962258531,11
4.0,5.992581556008532,11
5.0,5.63404471730599,10
4.0,5.48804862355599,10
13.0,4.75074393605599,10
5.0,11.133694837258531,11
23.0,10.557938165866158,14
7.0,7.883833238461074,12
12.0,12.259809800961074,12
15.0,8.683011243508531,11
0.0,9.253812024758531,11
7.0,6.786038587258532,11
7.0,9.765530774758531,11
5.0,5.47925956105599,10
4.0,13.880765149758531,11
4.0,6.22144706105599,10
5.0,7.943753431008532,11
2.0,10.592606134616158,14
5.0,5.50562674855599,10
1.0,6.177640149758532,11
7.0,7.621976087258532,11
1.0,2.65699393605599,10
23.0,8.072659681008531,11
0.0,8.3818070358187,15
7.0,15.635298082211074,12
12.0,5.953519056008532,11
4.0,5.708890149758532,11
1.0,7.466702649758532,11
12.0,8.041409681008531,11
17.0,6.487210462258532,11
1.0,5.515530774758532,11
11.0,11.732815931008531,11
4.0,10.718094415866158,14
7.0,14.699124524758531,11
4.0,2.65699393605599,10
5.0,4.57007987355599,10
3.0,6.10816581105599,10
5.0,4.179593274758532,11
23.0,12.284085462258531,11
2.0,2.89039237355599,10
2.0,2.65699393605599,10
4.0,6.75465018605599,10
17.0,11.972700425961074,12
4.0,5.201077649758532,11
3.0,9.437405774758531,11
3.0,4.99488456105599,10
17.0,8.795804212258531,11
5.0,3.19117362355599,10
11.0,9.040921399758531,11
1.0,5.08961112355599,10
6.0,8.653364488461074,12
23.0,8.215026327163615,13
8.0,6.559476087258532,11
3.0,11.026272962258531,11
23.0,12.821194837258531,11
4.0,5.030179212258532,11
20.0,9.188382337258531,11
2.0,2.65699393605599,10
13.0,7.144925306008532,11
4.0,5.898343274758532,11
14.0,13.247952649758531,11
7.0,6.90552909230599,10
8.0,9.412991712258531,11
14.0,12.095608899758531,11
6.0,15.831937024758531,11
3.0,4.64234549855599,10
8.0,2.43384940480599,10
11.0,7.771878431008532,11
2.0,2.65699393605599,10
8.0,4.64039237355599,10
11.0,10.950101087258531,11
23.0,8.215026327163615,13
3.0,11.991604993508531,11
3.0,12.915921399758531,11
0.0,8.113675306008531,11
7.0,4.96802909230599,10
6.0,3.57789237355599,10
5.0,3.671780774758532,11
6.0,7.196194837258532,11
5.0,6.39234549855599,10
3.0,5.78101737355599,10
4.0,7.892483899758532,11
0.0,8.411038587258531,11
0.0,6.520901868508532,11
20.0,5.484280774758532,11
3.0,9.646528550961074,12
14.0,10.127347181008531,11
18.0,12.226468274758531,11
23.0,10.972073743508531,11
3.0,10.577054212258531,11
0.0,6.35425956105599,10
6.0,10.718094415866158,14
23.0,8.448424764663615,13
8.0,7.492093274758532,11
16.0,11.408108899758531,11
0.0,3.47047049855599,10
16.0,12.833890149758531,11
18.0,8.304243394711074,12
2.0,2.65699393605599,10
5.0,7.227444837258532,11
5.0,13.954495618508531,11
4.0,5.995511243508532,11
12.0,7.558011243508532,11
1.0,6.258833238461074,12
3.0,5.984280774758532,11
9.0,13.032132337258531,11
4.0,6.506253431008532,11
13.0,8.553128431008531,11
12.0,7.204007337258532,11
23.0,13.873929212258531,11
6.0,8.448424764663615,13
23.0,5.30836112355599,10
2.0,5.599515149758532,11
19.0,9.039456556008531,11
1.0,4.94312674855599,10
0.0,7.021390149758532,11
8.0,5.447659681008532,11
8.0,5.363187024758532,11
7.0,8.706937024758531,11
6.0,6.57838065480599,10
2.0,5.39429862355599,10
8.0,8.215026327163615,13
1.0,6.51148612355599,10
8.0,8.171780774758531,11
23.0,8.867093274758531,11
2.0,3.03687674855599,10
1.0,4.694729993508532,11
10.0,9.079495618508531,11
2.0,2.89039237355599,10
3.0,2.904202649758532,11
3.0,8.304593274758531,11
16.0,11.752835462258531,11
4.0,5.25269706105599,10
2.0,5.050687024758532,11
13.0,10.423245618508531,11
5.0,16.16201514975853,11
2.0,8.556823202163615,13
